6
298 928
543 1486 27
1574 750 61
711 245 40
394 802 9
178 500 37
560 581 26
665 871 16
505 114 44
561 466 40
1246 1348 68
1213 402 61
726 224 45
1446 530 30
412 242 46
1141 1081 79
871 148 12
768 503 53
421 336 28
632 1487 24
1549 278 14
1017 840 13
529 286 16
1287 1344 28
1034 265 3
680 1564 52
1384 608 3
878 1147 79
972 1456 30
1416 414 14
1023 927 39
187 548 40
1347 1578 29
834 423 60
468 466 17
592 70 30
1466 386 40
1504 1266 26
57 238 24
1086 1477 3
91 1500 72
1490 1016 82
391 190 35
1330 301 71
868 1344 51
941 497 21
611 1557 46
819 388 47
1065 1318 73
1498 1396 43
1396 728 76
838 150 11
361 311 38
595 968 66
991 1576 6
209 1306 52
505 305 69
775 960 53
1074 1070 3
878 555 50
776 936 23
1435 35 4
319 1460 28
586 1186 8
212 1420 5
74 766 74
497 97 40
1202 1502 76
514 1534 12
274 607 73
138 510 5
1163 570 82
425 835 77
1252 1166 48
493 1390 31
395 815 63
230 964 38
766 849 31
491 967 79
760 90 9
1459 1288 7
573 851 50
759 1564 18
558 921 17
485 874 16
1362 519 70
37 486 61
654 1521 54
279 1072 78
673 680 78
1185 1423 46
161 1354 81
675 1528 27
1577 1487 52
1158 1382 74
603 243 61
400 986 44
1534 807 68
170 1005 33
1541 425 74
1482 1040 29
1431 1169 64
193 462 35
1509 1507 47
1016 112 21
608 1426 56
487 482 8
409 364 24
154 1206 18
825 787 18
1259 682 42
138 1063 17
314 81 82
180 978 30
736 536 42
1481 1208 50
1208 1137 21
1094 1073 9
1044 1369 19
54 1442 2
760 1332 40
222 60 76
1151 1375 59
901 488 54
415 1154 42
41 619 74
410 347 12
1360 752 72
582 33 45
721 391 11
924 268 82
22 926 71
90 1407 4
395 614 78
624 567 21
253 1382 33
125 632 77
1032 361 8
888 1144 28
1207 1524 16
1459 592 54
1407 392 26
397 1332 16
407 568 9
922 1143 23
1252 1247 26
1116 191 23
1136 1001 22
103 168 29
1341 1281 69
1522 507 64
393 1469 55
1344 660 64
980 533 53
407 33 28
1444 1185 8
1186 1137 74
102 1234 65
1497 267 51
1107 853 1
582 1129 40
33 780 4
1565 990 71
954 370 42
1341 780 43
146 1060 9
121 1156 20
547 636 50
1515 832 77
325 1388 38
1436 992 71
1345 1033 44
36 1016 9
1506 703 30
1496 43 60
1119 957 5
359 630 29
52 456 64
932 1406 78
205 564 17
711 1335 70
77 1403 71
1184 701 14
589 1263 49
179 1262 21
952 8 9
125 766 16
131 257 11
672 779 63
157 883 67
1392 483 28
993 289 7
1358 645 81
383 227 71
1334 383 8
1309 1269 71
1155 331 61
1353 632 60
1239 669 33
233 1104 65
1154 852 53
1507 547 63
838 63 24
1535 1539 48
838 738 56
150 39 4
156 800 44
1059 1278 78
1046 1138 3
1026 1045 36
584 405 16
1055 435 31
1313 320 41
980 43 13
1466 1418 64
1425 640 73
1109 736 78
1211 459 22
1422 1270 11
1042 518 78
771 354 39
410 334 20
518 1185 72
1105 566 54
866 1567 64
507 423 74
424 339 32
1037 1536 62
1088 377 76
998 162 79
897 1043 18
1179 107 22
623 310 37
610 931 45
1098 397 3
166 1363 80
815 185 76
686 1170 44
1078 586 49
877 763 35
278 1272 4
53 186 79
104 1250 6
1468 775 5
36 569 37
61 635 77
1501 545 55
184 878 51
183 1366 65
1151 1390 3
1538 1 20
1354 567 58
457 685 22
878 108 48
5 779 39
1428 1324 78
1354 519 63
1322 1493 58
654 264 53
175 116 30
243 79 74
1139 575 16
1264 1192 4
1448 990 73
107 1037 5
1554 1040 54
1340 1125 55
1329 543 30
697 717 31
1149 789 73
436 362 62
1509 1515 47
1378 1374 4
900 442 51
1473 1431 42
366 1373 60
994 1515 36
1316 1085 3
954 734 62
1379 1214 82
60 692 54
233 331 28
678 1335 9
1314 890 58
951 1026 42
855 649 6
887 1027 26
534 1153 70
1098 225 80
774 1306 38
21 328 55
547 965 14
690 1445 39
1080 630 76
1255 29 8
1550 971 26
316 1150 46
846 1442 51
1077 476 42
744 149 56
885 750 63
430 40 9
929 1253 49
585 608 78
650 127 14
1149 1197 74
403 96 48
683 368 79
252 196 31
1462 383 79
1305 1308 72
621 1244 82
1043 770 74
1207 344 40
765 89 52
361 153 66
707 1180 67
168 371 58
750 226 73
1547 1446 70
635 579 72
172 1378 73
872 921 49
989 78 51
735 420 76
1267 1375 9
1462 1572 45
37 1514 22
1146 814 68
1551 590 80
1152 596 9
793 1355 76
850 998 75
1305 505 16
1226 919 5
998 353 48
897 1250 16
1025 230 21
1416 1418 63
528 1425 45
1053 384 57
1147 56 17
1168 316 1
1139 413 62
1079 797 82
851 1171 75
2 804 76
893 629 16
149 513 39
82 11 47
205 1370 45
65 831 50
796 608 25
116 1450 7
901 598 50
74 1279 78
543 329 67
463 1070 80
1411 782 76
253 215 6
1208 143 80
845 754 61
461 868 48
612 532 7
316 1364 42
1090 157 19
371 172 31
479 228 63
1098 550 55
432 1134 11
1297 1074 78
692 1142 8
1103 978 3
407 456 55
723 742 22
501 1032 61
985 264 47
534 643 5
120 211 47
289 852 11
369 1418 23
511 25 7
487 1340 23
1400 462 50
1247 1387 54
617 3 59
684 1355 78
285 1111 54
901 1038 80
485 716 3
1271 1053 52
851 1423 52
986 823 14
883 680 7
1391 74 37
911 981 72
589 415 55
1457 667 2
1384 1402 69
443 1343 43
221 867 66
1178 1364 42
1181 72 18
1435 822 37
881 921 51
88 415 16
580 526 19
107 728 32
1263 1264 43
2 1132 19
1318 1096 5
1436 1413 69
920 181 51
1145 933 9
242 1442 65
1251 103 59
877 1263 69
1402 229 82
179 54 58
185 448 2
1491 873 13
1328 1237 24
1447 361 24
1204 746 74
187 991 47
1338 871 23
1399 782 38
1435 209 31
14 85 17
1536 471 71
836 711 81
384 1018 39
1499 1108 2
290 1507 57
43 743 24
611 973 49
537 944 38
701 97 38
413 556 31
1449 441 77
825 1481 57
1136 762 55
361 387 15
512 1088 62
1220 886 45
905 326 26
596 129 20
63 1286 24
448 1219 1
944 562 2
730 1026 61
779 1536 23
1001 1391 16
427 458 45
1140 1165 48
66 1502 28
705 832 59
297 1158 71
1378 392 52
151 1108 28
605 428 8
1507 746 58
1130 1274 75
433 1499 81
259 105 1
1159 380 74
1402 930 41
160 1323 16
455 1477 82
1323 828 24
215 514 17
903 1300 47
844 132 40
842 619 43
100 727 23
1539 472 43
339 1340 52
1341 285 28
529 590 49
146 655 49
1210 817 3
442 1329 18
136 1466 23
925 273 69
1280 690 38
902 1005 49
1034 336 2
1260 712 31
1570 655 26
909 588 48
1557 1125 11
1448 1393 59
926 1571 32
698 979 7
1415 799 13
185 173 58
405 1551 64
1010 442 32
883 1412 78
1546 1009 73
1493 375 48
1278 1005 29
659 1179 67
256 819 20
1402 1125 10
1199 529 61
1226 446 57
76 298 81
1367 1449 19
990 895 80
744 1475 24
781 1218 63
53 1118 5
146 776 53
934 995 12
427 862 64
533 65 17
35 996 9
1015 20 60
1148 17 81
527 723 72
1459 72 25
1547 578 69
42 972 38
929 182 71
1260 1061 32
744 117 30
149 116 52
13 1402 81
588 633 28
1231 1468 8
106 929 39
200 998 63
118 668 4
1352 817 33
1387 675 31
1222 602 64
308 122 8
922 635 37
246 752 41
1275 648 3
215 1372 68
1414 782 79
1147 789 19
1253 494 50
262 315 61
343 1232 48
1245 954 16
791 1054 28
738 950 80
679 443 63
339 1412 51
823 777 5
169 189 62
1154 348 72
700 1130 59
763 275 12
835 1112 76
262 58 63
21 672 70
888 1233 50
206 547 9
843 461 57
840 1526 42
109 939 32
1363 1325 48
420 511 26
671 305 61
217 1310 77
917 785 54
1386 1060 79
479 715 46
971 53 48
1380 481 7
889 1245 17
820 835 73
515 1527 59
1127 1332 28
477 382 63
597 1496 46
302 157 74
1294 240 67
1188 416 11
1501 430 79
1299 881 68
536 875 59
1182 877 40
206 1162 32
442 486 71
36 325 28
215 71 46
217 694 62
235 1339 38
1001 1166 80
111 826 59
802 748 76
601 512 66
534 321 80
436 1542 43
476 467 68
1364 572 75
1519 75 61
994 1226 11
539 581 72
258 343 28
1343 583 30
692 1025 63
659 923 17
53 641 5
1372 285 41
625 232 75
350 206 42
577 399 71
1147 776 81
173 192 39
995 513 80
1561 548 79
1174 806 41
857 937 32
76 1152 70
1174 1443 51
720 1484 6
1519 362 81
1199 667 58
955 866 54
132 118 22
1552 510 63
1021 655 58
1254 410 55
241 866 71
294 1551 10
1101 869 75
39 1077 35
92 430 44
1207 926 1
924 848 42
752 453 40
1558 425 44
1243 1304 82
618 1353 12
334 360 33
110 432 73
742 1210 28
981 746 53
1311 1040 79
1216 305 14
1097 1427 74
11 249 48
1509 231 33
459 347 47
403 487 70
630 433 8
403 4 24
1343 1087 66
174 237 19
1554 1571 52
1543 1426 80
402 1525 52
315 396 11
1422 1492 12
735 1336 54
44 428 76
482 1166 73
1275 864 42
860 396 16
1255 1279 56
855 1101 63
1305 539 6
194 212 79
272 912 72
290 100 13
78 321 45
734 315 22
519 273 48
396 529 45
1577 736 20
97 480 32
1069 1200 44
1288 1379 38
1447 922 62
1531 1270 28
832 46 60
1236 1314 7
327 565 10
433 655 12
608 598 21
1447 1474 12
543 1247 78
871 562 25
1329 1282 26
1264 1446 4
1168 1208 58
1103 1384 80
1366 761 68
699 421 13
1398 28 47
299 820 67
691 616 49
819 1537 69
822 49 32
1296 897 52
522 914 10
1062 988 55
285 1119 70
1505 601 36
645 1440 72
1261 845 3
980 1194 77
579 287 52
1435 1331 61
277 1561 53
398 1328 10
813 426 18
516 1013 58
230 1203 51
973 472 9
275 196 36
1186 1239 33
841 78 47
206 1505 51
266 134 68
752 1234 61
741 1378 14
1338 1558 63
542 718 3
1398 724 76
936 758 50
1159 633 39
330 32 69
1250 1321 14
1436 185 66
1297 1150 1
1122 326 68
33 978 76
847 371 47
1 465 18
1309 791 19
1214 666 32
903 977 43
428 1527 60
61 489 29
695 36 80
1008 837 68
57 588 15
645 1036 29
1042 620 15
1536 666 9
214 3 69
891 514 34
1396 958 1
993 1012 50
1096 1186 74
573 722 8
963 727 72
66 1011 80
845 699 66
628 1324 35
1179 168 51
423 1558 68
671 233 9
257 231 21
41 1341 41
43 152 15
78 1117 9
128 1297 46
1107 1540 18
872 442 52
573 1242 8
1106 271 77
1467 668 26
573 863 59
637 765 56
1390 1357 78
1087 385 26
816 1024 32
320 694 52
1540 80 34
831 921 52
746 333 63
1536 826 63
615 207 6
1106 1270 58
529 104 23
1125 1205 63
1408 1310 57
895 660 35
929 1248 13
952 560 76
641 286 38
1136 752 64
1498 651 49
915 69 52
1257 451 65
1285 691 3
432 995 73
630 487 8
1211 1089 56
559 107 68
375 619 69
282 172 51
848 135 9
518 1460 4
1329 1409 73
785 1030 39
999 801 46
276 1499 57
837 1460 70
1480 528 28
1424 837 2
1030 786 23
397 573 74
525 1249 23
785 1274 6
218 586 6
84 1416 61
1455 611 79
1360 530 30
1 162 19
912 1152 72
673 1119 33
1480 1558 31
1398 1041 21
4 292 41
37 891 50
378 1424 2
1319 769 18
1290 771 57
522 1514 24
1149 863 75
889 260 79
160 1339 30
1435 346 75
1169 17 60
1352 523 35
158 520 21
775 1390 18
532 1201 7
190 1523 33
864 831 38
182 230 18
1010 1497 31
535 196 28
44 770 70
1470 1122 20
1514 676 29
497 1472 14
3 1080 62
1253 1489 74
947 126 34
1564 85 42
1476 1483 33
1566 874 40
1554 1238 76
1131 1068 62
386 1156 66
236 990 49
401 513 53
1284 1232 8
898 949 7
864 1134 63
269 36 26
495 727 72
584 808 58
484 1405 65
1030 783 73
49 982 32
308 1296 41
80 1527 63
1202 579 24
1462 1003 24
871 1179 37
98 1227 66
973 34 45
885 1025 49
65 1320 38
372 1468 73
536 490 20
584 407 46
812 1402 11
1468 696 22
48 217 46
463 1289 29
888 1501 73
59 1250 40
1436 30 5
1502 959 52
1342 1065 82
1532 1154 77
661 282 43
1538 1235 51
521 1163 28
554 1158 28
1533 1256 30
773 645 54
135 78 14
114 21 37
388 90 12
1297 1092 64
836 430 59
1280 547 79
975 295 10
881 714 62
579 396 82
255 262 27
47 1032 72
1174 695 48
1014 954 9
1233 285 33
445 607 7
863 1066 75
891 1422 16
454 525 78
1468 1080 55
375 1144 29
1571 521 19
581 1293 78
511 290 1
767 83 13
421 1338 82
66 1461 6
1175 91 9
1573 587 18
21 1466 75
1080 513 32
1239 588 28
125 444 20
714 370 58
230 440 19
1156 631 18
1568 666 12
218 1156 13
71 1158 82
1126 509 29
312 86 40
1155 211 41
880 719 18
3 240 54
1255 1174 15
916 231 38
312 1345 57
1576 1467 17
173 1290 61
1451 1554 78
960 130 39
1251 1027 30
1388 1561 31
1212 26 38
1240 576 22
217 434 75
485 438 73
358 1403 54
502 1017 73
1534 527 60
172 145 53
692 1519 64
1247 1184 80
287 758 26
145 652 50
1300 52 17
72 1121 45
564 486 3
1168 1036 32
1280 641 68
325 784 28
1437 944 13
1442 1426 32
1426 1079 36
1452 1575 64
357 401 6
420 1445 64
290 1067 35
327 1105 9
112 1290 70
370 1102 37
255 1108 16
1441 93 1
334 894 81
674 1442 78
269 1277 16
721 554 82
841 1181 68
301 894 28
1243 1027 2
1169 1070 22
847 722 67
183 1080 66
782 1062 81
1259 727 65
808 897 10
901 1516 16
19 989 47
311 372 8
393 1158 15
728 559 36
533 567 10
997 315 55
1398 1362 63
1560 1129 10
169 296 16
332 106 32
236 1433 15
687 1573 26
810 890 81
916 1344 3
1519 288 72
685 1483 23
1286 1346 79
10 1185 60
363 1131 47
1483 173 70
586 1295 54
428 1348 77
568 97 82
670 1483 39
494 870 68
405 453 10
1066 1511 80
1058 1073 37
1079 1498 70
299 548 81
1446 209 21
1221 835 23
7 167 60
325 1427 4
705 1286 31
1417 1064 4
417 1286 19
603 541 77
308 1564 72
972 216 74
756 1162 34
572 1026 33
1305 215 8
1241 494 25
799 30 66
438 136 38
1460 121 49
208 1000 13
1533 954 16
1465 1378 42
1478 767 30
114 1516 9
74 887 55
809 161 33
199 1108 76
1435 1091 30
973 556 66
1294 282 34
817 700 76
718 1141 10
599 675 24
251 1258 16
654 1231 80
1371 728 76
389 66 33
775 912 5
360 255 59
906 516 50
1018 1315 58
618 607 71
18 1424 3
637 1210 48
1384 1000 21
1493 1508 19
1312 1310 32
1177 451 74
1388 339 58
1513 260 3
181 1390 67
1415 587 25
1241 400 68
142 830 61
262 194 69
135 1482 55
191 259 15
17 820 47
400 313 55
1245 1141 76
709 942 68
973 1517 74
1301 781 12
198 497 11
935 1291 44
362 1483 57
822 568 9
303 249 34
914 517 28
946 1312 3
599 596 20
174 731 34
1426 693 49
1515 306 82
886 685 78
985 71 64
1262 115 79
458 328 49
1125 271 5
1577 367 13
440 425 14
1105 1266 65
563 1237 44
48 202 71
171 1385 50
432 262 6
721 98 24
619 1478 63
41 862 48
568 1528 53
261 1269 66
335 472 39
950 66 11
1519 575 43
1243 1081 46
895 898 46
911 881 52
1232 123 72
77 529 73
1565 1159 9
1235 77 9
760 1380 51
30 363 19
368 1405 69
1304 1122 70
521 89 19
734 538 64
1206 1024 37
1276 254 67
518 843 48
1444 160 73
44 378 59
436 1035 12
827 923 4
984 375 74
748 625 2
1303 284 41
1084 380 74
922 813 53
789 145 2
465 388 14
799 451 74
1230 1256 28
1024 630 46
216 532 39
1278 203 16
465 706 12
1392 271 62
1346 1038 69
944 919 49
326 338 47
1343 886 41
604 800 27
988 787 44
1147 727 78
1400 809 31
233 1055 70
1368 545 68
1210 668 34
543 1527 71
332 170 20
1224 1556 23
918 1039 54
1090 968 14
1383 12 32
819 432 45
296 314 69
1311 188 41
1537 851 12
1364 330 53
648 1048 55
387 1554 42
1252 1044 80
12 460 55
1526 751 59
319 436 75
560 371 57
932 1452 2
524 810 36
1511 1458 34
290 111 54
1316 1230 53
792 497 20
382 75 32
1446 930 29
1385 1346 75
1179 1093 11
1263 511 32
648 302 25
1467 958 34
1038 629 52
434 1565 48
315 24 78
797 848 21
1537 1345 13
900 540 25
1405 1118 37
1299 894 5
1288 718 10
1257 100 26
309 1067 80
48 1060 76
641 1385 67
1410 1311 65
1047 889 9
662 1168 59
812 304 18
931 942 50
587 805 48
1209 655 46
953 101 47
1187 619 13
1528 619 30
1308 268 73
932 619 63
957 1014 42
734 148 4
524 706 24
558 1505 75
30 513 74
248 671 23
1336 682 51
1577 665 16
1317 1566 11
816 1414 22
431 588 69
1042 1048 59
952 600 18
825 1402 64
855 390 24
242 51 64
353 259 24
726 1215 29
658 1443 4
358 475 41
603 758 56
832 884 14
1376 1534 26
1284 1573 12
1413 752 38
1105 1301 46
925 616 23
471 1084 1
597 719 16
720 1278 34
1029 26 33
1065 526 6
502 1483 1
276 53 43
948 577 68
1432 1106 9
592 451 53
417 556 48
537 958 52
643 889 20
1476 987 53
1524 131 9
27 1391 11
432 1515 30
907 320 82
539 1325 12
194 122 80
1006 115 66
16 1516 66
1173 678 30
1268 235 47
1129 81 7
355 565 60
445 14 43
130 140 12
506 760 63
1516 759 64
684 1155 57
872 1374 41
446 1306 11
1453 1369 56
951 1272 62
925 886 36
128 1012 38
696 254 46
1202 319 64
1414 429 5
1275 1291 22
1290 756 49
204 184 78
1268 391 10
377 1317 5
633 243 6
65 1065 81
1545 597 73
474 1249 47
668 1533 68
779 1257 76
1320 1197 24
958 1342 18
1522 1074 23
1370 276 31
496 1458 79
155 851 1
887 1206 50
1479 676 17
777 103 68
154 592 19
111 1269 41
937 1440 3
549 247 16
1570 56 37
1286 269 43
459 753 17
329 1070 22
607 432 78
944 759 38
1388 823 58
337 397 8
210 1145 23
1455 1527 10
376 1100 43
1419 1358 78
42 1353 67
234 799 30
91 311 42
1478 161 11
299 116 21
288 1134 54
864 1516 12
1495 905 2
305 739 1
558 1486 66
470 318 56
1568 1054 62
176 992 14
1554 345 50
34 1260 50
1514 971 71
1381 1440 20
425 281 17
1239 70 56
387 329 59
988 629 38
159 204 51
641 681 38
1256 1508 21
1150 897 25
648 173 56
1578 1096 14
1118 329 55
159 392 55
272 782 48
667 400 49
408 1433 8
908 644 30
1390 375 6
615 1547 29
585 308 42
994 1439 29
1530 1419 66
723 750 35
174 250 73
485 259 5
177 1006 57
494 38 30
590 1504 6
1068 1094 82
1390 1290 72
632 828 3
450 1502 9
1114 585 77
1333 935 3
1395 1 11
494 895 49
1578 983 51
344 406 27
69 861 4
1090 630 53
722 704 2
1267 642 67
647 1008 74
851 1530 70
300 459 16
973 181 32
1264 1235 67
1351 43 40
1561 1524 65
1322 1181 78
1320 244 9
197 801 36
1558 425 18
1293 645 8
203 1019 71
1156 63 46
1028 1554 47
502 935 40
486 112 1
1378 1499 6
1 93 39
1296 1488 79
58 1577 37
1340 213 11
217 429 67
1486 420 19
920 1200 23
211 1098 75
1193 269 16
911 591 14
1296 531 68
1033 643 39
452 667 62
1330 1043 65
495 428 12
1459 247 53
493 808 34
1325 1023 38
56 694 65
415 1286 26
1403 1041 57
1459 1400 79
131 695 21
1174 217 16
702 509 6
1344 1260 19
583 1139 82
451 1075 44
82 203 16
435 1195 58
114 1040 2
804 89 56
788 377 22
116 590 33
638 1017 46
1480 467 68
554 979 6
114 250 44
1477 1573 21
707 144 53
1332 920 26
1255 488 33
1086 1102 40
620 695 79
1472 230 58
527 317 24
488 968 37
220 1321 45
1086 1059 14
824 354 43
2 36 24
900 1469 34
1501 509 18
605 173 37
1470 147 49
488 1515 6
1485 1407 43
673 1508 9
899 486 80
1119 35 36
535 958 8
260 392 75
880 1572 60
135 910 3
7 824 28
1193 1073 47
350 546 12
303 989 51
890 1421 64
415 419 78
616 803 20
39 552 72
1295 620 53
62 694 57
941 1047 35
295 1141 43
1427 149 47
549 962 67
718 775 51
968 1207 50
1419 786 13
1489 864 64
673 1114 62
653 1259 51
543 1485 69
544 266 29
1380 39 28
522 769 15
676 1555 73
137 768 1
151 1367 64
813 282 15
52 885 59
462 1112 67
450 1307 51
730 62 24
1378 1534 74
217 175 14
746 1000 77
1134 302 27
30 295 66
746 222 59
103 1079 50
1564 123 11
676 1404 12
471 1571 35
480 332 13
359 550 49
1123 1559 12
19 1561 10
1550 1318 31
1202 47 17
775 1266 31
1555 684 53
450 924 70
305 1291 13
572 488 28
241 326 59
1071 1250 45
399 1486 9
657 1432 28
1029 905 15
1532 819 15
727 1280 67
318 111 20
258 1433 75
937 737 31
1076 1559 57
485 1186 21
535 525 81
803 1574 79
700 1119 25
217 1262 13
1465 1355 75
223 22 25
365 39 75
942 864 76
1449 511 59
625 445 2
1477 894 37
178 387 48
909 960 5
529 737 73
397 990 71
1363 266 48
884 1388 23
1288 1312 75
1045 691 26
984 562 2
1096 220 53
1482 849 4
1024 740 55
752 1131 21
138 634 67
618 666 67
702 1052 13
620 41 5
26 1416 25
9 557 39
1054 888 55
335 1061 30
1119 1063 42
108 1241 24
848 281 9
1546 127 75
545 700 32
1165 465 48
1008 816 77
1010 389 34
1402 676 9
101 898 59
699 1567 60
688 698 27
1569 1193 49
1180 669 73
576 1058 70
404 414 53
1261 98 52
757 744 19
1481 778 82
883 1496 16
1395 948 18
242 641 3
42 16 21
1244 563 78
1005 393 27
1407 304 13
380 708 47
544 1050 68
871 671 65
390 1456 59
1182 245 19
997 397 34
1285 1213 68
1407 943 66
262 709 41
846 799 13
121 1514 63
824 503 78
921 856 3
793 637 47
1074 1364 74
986 976 72
915 352 36
329 1519 52
1482 1535 36
80 1336 29
1278 1548 47
621 36 32
253 90 28
500 889 51
798 750 74
373 1369 54
1083 751 45
9 1016 66
1506 1503 55
586 1201 34
1337 259 26
160 5 5
91 1297 58
824 229 77
294 310 3
553 1134 77
1054 62 9
147 1204 79
9 1476 21
937 263 81
733 1031 23
850 1085 72
414 802 69
1265 1247 22
311 713 25
1495 850 22
731 438 46
40 218 69
467 320 8
326 1328 81
664 679 27
137 904 17
398 652 11
876 910 61
646 1320 25
471 376 80
669 1313 68
337 48 50
29 781 32
270 648 62
392 578 75
351 1319 39
607 793 40
840 1563 80
963 979 77
92 679 39
1260 1538 33
66 278 3
24 1130 12
58 403 34
960 612 10
827 481 21
1323 1388 37
942 1304 61
599 535 70
579 508 78
779 406 29
459 219 6
1158 681 51
146 1371 50
887 1182 79
910 1120 69
98 700 19
580 861 62
1048 973 29
1516 964 60
399 390 21
274 595 8
1377 464 73
1135 121 12
1534 194 47
1330 1363 70
854 736 74
245 860 70
1577 645 54
476 506 7
1 1181 76
67 1352 40
1191 683 27
1134 1148 46
1416 965 31
1238 456 44
819 1164 46
963 556 14
960 276 42
1405 954 25
707 688 42
177 493 49
1525 1037 29
142 1392 23
132 1347 55
642 1460 34
1126 411 67
1401 724 9
275 1094 2
579 1285 51
836 1081 9
301 28 23
1194 877 35
862 168 3
818 696 33
1551 1397 62
1011 1193 66
9 249 35
1404 1512 54
462 95 45
566 1291 12
558 851 37
1103 271 60
671 554 32
175 958 31
1046 231 57
1056 1494 9
897 1520 67
295 1053 16
87 1484 25
192 1372 30
226 296 55
388 1159 17
340 1066 79
1213 773 3
562 174 59
1406 775 69
636 1340 38
1238 1361 58
1159 596 28
723 391 55
288 193 66
1396 629 24
641 58 72
994 915 48
945 1129 25
992 1312 17
760 707 75
574 409 39
926 398 29
1560 463 9
770 182 35
691 1504 9
887 1452 54
1144 982 65
1247 303 21
689 257 72
393 1053 22
1067 611 41
1359 752 28
773 1196 30
857 332 62
1289 1320 19
889 485 19
1099 1395 50
782 681 61
1111 1546 60
535 564 63
988 1160 28
151 1221 66
81 615 16
406 1435 17
552 887 68
70 508 36
1102 1213 7
1392 656 39
100 565 50
1247 208 53
1170 898 66
221 1237 55
183 1577 23
709 504 34
1126 937 48
298 1300 58
1239 512 17
720 3 13
457 933 40
652 737 49
1246 26 76
1424 1333 45
1005 621 43
1401 1 71
1193 769 65
1241 1558 36
394 60 2
1055 145 16
1386 178 11
779 298 42
1332 1420 29
750 1433 64
530 483 73
1261 542 41
1439 15 49
1528 651 59
1224 30 71
958 750 23
1301 1115 67
162 1519 5
1299 965 25
55 564 2
683 573 45
325 270 71
848 1140 6
45 1145 35
229 699 30
1526 288 9
1259 539 56
1439 122 82
1032 1345 64
184 964 42
1363 1440 82
1380 227 17
1044 214 30
1285 1406 79
682 671 34
1544 1464 53
349 279 70
918 1301 13
134 717 65
850 735 12
1278 956 21
999 746 7
393 27 28
722 779 69
725 1371 30
598 1081 8
274 1473 43
925 371 55
662 249 52
449 719 26
390 239 40
6 363 69
482 540 43
469 113 46
760 761 48
1104 80 22
861 1449 61
413 1358 78
1427 149 81
1019 939 59
653 45 16
673 894 23
222 1331 23
545 976 11
1118 188 35
376 104 64
1462 1299 4
927 1037 9
168 716 72
149 770 58
48 304 12
273 161 79
674 1414 27
